address,continent,longitude,country_code,used,alt_addr,no_result,country_name,found_country,timestamp,latitude
"Tatoi,Near Athens,Greece",Europe,23.9290924,GR,0,,,Greece,True,,37.8806976
"Alapayevsk,Ural Mts.,,Russia",Europe,97.7453061,RU,0,,,Russian Federation,True,,64.6863136
"Hesse-Darmstadt,Palace,,Germany",Europe,13.0392969,DE,0,,,Germany,True,,52.4043474
"Hadley Common,Hertfordshire,England",Europe,-0.0978552,GB,0,,,England,True,,51.8400523
"Private Chapel,Windsor Castle,Berkshire,England",Europe,-0.6040419,GB,0,,,England,True,,51.4837886
"Near,Wolverhampton,England",Europe,-2.127567,GB,0,,,England,True,,52.5847651
Barnwell Church,North America,-82.3184486,US,0,,,United States,True,,35.4470624
"St. Petersburg,,,Russia",Europe,30.316229,RU,0,,,Russian Federation,True,,59.938732
"Zurich,,,Switzerland",Europe,8.5410422,CH,0,,,Switzerland,True,,47.3744489
"Eastwell Park,Kent,England",Europe,0.5375244,GB,0,,,England,True,,51.2786846
"Castle Pelesch,Sinaia,Romania",Europe,25.5481496,RO,0,,,Romania,True,,45.345476
Malta,Europe,14.3951627,MT,0,,,Malta,True,,35.9311442
"Donegal Bay,County Sligo,Ireland",Europe,-8.7305427,IE,0,,,Ireland,True,,54.1929861
"Coppins,,England",Europe,-0.5092749,GB,0,,,England,True,,51.5258257
"Thatched House,Lodge,,England",Europe,0.1281046,GB,0,,,England,True,,51.3114688
"Thatched House,Lodge,Richmond Park,England",Europe,-0.3163099,GB,0,,,England,True,,51.4144119
"Kings College,Hospital,Denmark Hill",Europe,-0.0896031,GB,0,,,United Kingdom,True,,51.468043
Potsdam,Europe,13.0591397,DE,0,,,Deutschland,True,,52.4009309
"Clarence House,London,,England",Europe,-0.1384107,GB,0,,,England,True,,51.5039837
Bagshot Park,Europe,-0.6939678,GB,0,,,United Kingdom,True,,51.3674201
"Stockholm,Sweden",Europe,18.0710935,SE,0,,,Sweden,True,,59.3251172
Helsingborg,Europe,12.703706,SE,0,,,Sverige,True,,56.0442098
"Royal Cemetery,Haga Castle Park",Asia,113.9777082,CN,0,,,中国,True,,22.4056056
"Mar Lodge,Braemar,Aberdeenshire,England",Europe,-2.1163757,GB,0,,,England,True,,57.05529
Paris,Europe,2.3483915,FR,0,,,France,True,,48.8534951
"Castle Rising,Norfolk,England",Europe,0.4673371,GB,0,,,England,True,,52.7969167
"Grey Friars,Church,London,England",Europe,1.3784493,GB,0,,,England,True,,51.2189247
"Norfolk-House,St. James Square,London,England",Europe,-1.2952483,GB,0,,,England,True,,50.6995104
"Windsor Castle,Windsor,Berkshire,England",Europe,-0.6040419,GB,0,,,England,True,,51.4837886
"St. George Chap.,Windsor Castle,Berkshire,England",Europe,-0.6040419,GB,0,,,England,True,,51.4837886
Mirow,Europe,12.847677,DE,0,,,Deutschland,True,,53.2851568
Kew Palace,Europe,-0.2950549,GB,0,,,United Kingdom,True,,51.4838317
"Buckingham House,,London,England",Europe,0.0810511,GB,0,,,England,True,,51.4404664
"Sidmouth,Devon,,England",Europe,-3.237657,GB,0,,,England,True,,50.6790033
Coburg,Europe,10.964561,DE,0,,,Deutschland,True,,50.2582226
"Frogmore House,Windsor,,England",Europe,-0.5944637,GB,0,,,England,True,,51.4743933
Thuringia,Europe,11.0377839,DE,0,,,Deutschland,True,,50.9014721
Carlton House,North America,-71.0717763,US,0,,,United States,True,,42.3531675
"Claremont House,Esher,Surrey,England",Europe,-0.3980983,GB,0,,,England,True,,51.3660701
"Fortress of,Peter and Paul,,Russia",Europe,30.311686,RU,0,,,Russian Federation,True,,59.9500646
"Abbas Tuman,Caucasus,Russia",Europe,42.44,RU,0,,,Russian Federation,True,,43.345
"Peter and Paul,Cathedral,,Russia",Europe,37.6055105,RU,0,,,Russian Federation,True,,55.7445242
"Perm,,,Russia",Europe,56.2318528,RU,0,,,Russian Federation,True,,58.0108531
"East Toronto,Ontario,,Canada",North America,-79.3250179,CA,0,,,Canada,True,,43.6901603
"York Cemetery,Toronto,Ontario,Canada",North America,-79.4245953,CA,0,,,Canada,True,,43.7642978
Switzerland,Europe,8.2319736,CH,0,,,Switzerland,True,,46.7985624
"27 Welbech St.,Marylebone,London,England",Europe,-0.1519627,GB,0,,,England,True,,51.5196374
Birkhall,Europe,-3.074175,GB,0,,,United Kingdom,True,,57.028846
"St. James Palace,London,England",Europe,-0.1423506,GB,0,,,England,True,,51.4987815
"Rutland House,Arlington St.,London,England",Europe,-0.1410021,GB,0,,,England,True,,51.5071834
"Buckingham House,St. James Park,London,England",Europe,-0.1345942,GB,0,,,England,True,,51.4992816
Ludwigsburg,Europe,9.1895147,DE,0,,,Deutschland,True,,48.8953937
Buckingham House,Europe,-0.0955147,GB,0,,,United Kingdom,True,,51.5694535
"Clarence House,St. James",Europe,0.2605632,GB,0,,,United Kingdom,True,,51.1323289
"Frankfurt,-am-Main",Europe,8.5485912,DE,0,,,Deutschland,True,,50.0958411
Herrenhausen,Europe,9.675882,DE,0,,,Deutschland,True,,52.407334
Kensington Palac,,,,0,,True,,True,1767244605.0177882,
"Gloucester House,Piccadilly,London,England",Europe,-0.1492301,GB,0,,,England,True,,51.5039979
"Vicarage Place,Kensington",Europe,-0.1991229,GB,0,,,United Kingdom,True,,51.4989948
"Royal Lodge,Windsor,Berkshire,England",Europe,-0.6040419,GB,0,,,England,True,,51.4837886
"Augusta Lodge,Windsor,Berkshire,England",Europe,-0.6040419,GB,0,,,England,True,,51.4837886
Meiningen,Europe,10.4153029,DE,0,,,Deutschland,True,,50.56761
"Near Stanmore,Middlesex,England",Europe,-0.2537791,GB,0,,,England,True,,51.5460558
"Furstenhof,Hanover",Europe,9.7288366,DE,0,,,Deutschland,True,,52.3716259
St. James Palac,Europe,-0.1377553,GB,0,,,United Kingdom,True,,51.5045329
Bushy Park,Europe,-0.3370444,GB,0,,,United Kingdom,True,,51.4168626
Gottorp,Europe,15.4716503,SE,0,,,Sverige,True,,58.5649996
Amalienborg,Europe,12.5930781,DK,0,,,Danmark,True,,55.6839601
"Roskilde,Denmark",Europe,12.0819247,DK,0,,,Denmark,True,,55.6433478
Cassel,Europe,9.4978479,DE,0,,,Deutschland,True,,51.3157833
Bernstorff,Europe,12.5523479,DK,0,,,Danmark,True,,55.7584315
Salonika,South America,-74.0747515,CO,0,,,Colombia,True,,4.631736
Tatoi,Europe,23.7598529,GR,0,,,Ελλάς,True,,38.0687218
"Lausanne,Switzerland",Europe,6.6327025,CH,0,,,Switzerland,True,,46.5218269
"Schloss,Heiligenberg",Europe,9.309977,DE,0,,,Deutschland,True,,47.8168027
England,Europe,-1.2649062,GB,0,,,England,True,,52.5310214
"Palermo,Italy",Europe,13.3524434,IT,0,,,Italy,True,,38.1112268
Ostende,Europe,2.919496,BE,0,,,België / Belgique / Belgien,True,,51.2258565
"Laeken,Belgium",Europe,4.3487134,BE,0,,,Belgium,True,,50.883392
"Hanover,Germany",Europe,9.7385532,DE,0,,,Germany,True,,52.3744779
Hanover,Europe,9.7385532,DE,0,,,Deutschland,True,,52.3744779
Hildburghausen,Europe,10.7300263,DE,0,,,Deutschland,True,,50.4266327
"Gmunden,Austria",Europe,13.8003048,AT,0,,,Austria,True,,47.9185855
Gmunden,Europe,13.8003048,AT,0,,,Österreich,True,,47.9185855
"Caernarvon,Castle,Wales",Europe,-3.420704,GB,0,,,Wales,True,,51.753359
"Berkeley Castle,Gloucestershire",Europe,-2.456937,GB,0,,,United Kingdom,True,,51.6888596
"Gloucester,Cathedral",Europe,-2.2467498,GB,0,,,United Kingdom,True,,51.8673377
"Sigmaringen,Germany",Europe,9.2165039,DE,0,,,Germany,True,,48.0869139
"Sinaia,Romania",Europe,25.5481496,RO,0,,,Romania,True,,45.345476
"Barnwell Church,,England",Europe,0.1628335,GB,0,,,England,True,,52.2161562
"St. Marys Hosp.,Paddington,England",Europe,-0.1744856,GB,0,,,England,True,,51.5161629
Czechoslovakia,,15.3381061,,0,,,Czech Republic,True,,49.7439047
"Chapel Royal,St. James Palace,England",Europe,-0.1423506,GB,0,,,England,True,,51.4987815
"Herrenhausen,Palace,Hannover,Germany",Europe,9.6972057,DE,0,,,Germany,True,,52.3909854
"Westminster,Abbey,London,England",Europe,-0.1319441,GB,0,,,England,True,,51.4981579
"Leicester-House,,London,England",Europe,-0.1057857,GB,0,,,England,True,,51.4676401
The Hague,Europe,4.3113461,NL,0,,,Nederland,True,,52.0799838
"Cavendish Square,,London,England",Europe,-0.1450325,GB,0,,,England,True,,51.5164887
"St. James Palace,,,England",Europe,-0.1423506,GB,0,,,England,True,,51.4987815
Leicester House,Europe,-0.1057857,GB,0,,,United Kingdom,True,,51.4676401
Hanau,Europe,8.9169797,DE,0,,,Deutschland,True,,50.132881
"Leicester House,London,England",Europe,-0.1057857,GB,0,,,England,True,,51.4676401
"Christiansborg,Denmark",Europe,12.5800406,DK,0,,,Denmark,True,,55.6756505
Gotha,Europe,10.7014435,DE,0,,,Deutschland,True,,50.9494849
Norfolk House,Europe,-0.1334353,GB,0,,,United Kingdom,True,,51.5073666
Monaco,Europe,7.4276832,MC,0,,,Monaco,True,,43.7323492
Gloucester House,Europe,-0.0158088,GB,0,,,United Kingdom,True,,53.4701954
Celle,Europe,10.081052,DE,0,,,Deutschland,True,,52.624056
"Leineschloss,Osnabruck,Hanover,Germany",Europe,9.7385532,DE,0,,,Germany,True,,52.3744779
Osnabruck,Europe,8.047635,DE,0,,,Deutschland,True,,52.2719595
"Moved in 1957 to,Herrenhausen",Europe,9.675882,DE,0,,,Deutschland,True,,52.407334
"Monbijou Palace,,Berlin,Germany",Europe,13.3951309,DE,0,,,Germany,True,,52.5173885
Christiansborg,Europe,12.5800406,DK,0,,,Danmark,True,,55.6756505
Dolzig,Europe,17.0653695,PL,0,,,Polska,True,,51.9866
",,Portugal",Europe,-8.1353519,PT,0,,,Portugal,True,,39.6621648
"Aachen,West Germany",Europe,6.4107342,DE,0,,,Deutschland,True,,51.132302
Greiz,Europe,12.0763533,DE,0,,,Deutschland,True,,50.7783814
"Frankfurt an der,Oder",Europe,14.5466945,DE,0,,,Deutschland,True,,52.3365359
"San Ildefonso,,Spain",Europe,2.0833386,ES,0,,,Spain,True,,41.3632004
"Madrid,,Spain",Europe,-3.703507,ES,0,,,Spain,True,,40.416782
Pelesch,,,,0,,True,,True,1767244681.899971,
"Cannes,France",Europe,7.0134418,FR,0,,,France,True,,43.5515198
"Villa Mar y Sol,Estoril,Portugal",Europe,-9.3901368,PT,0,,,Portugal,True,,38.7095707
"Appleton House,Sandringham,Norfolk,England",Europe,0.4318137,GB,0,,,England,True,,52.8427652
Norway,Europe,8.7876653,NO,0,,,Norway,True,,61.1529386
"Skaugum,Near Oslo,Norway",Europe,8.7876653,NO,0,,,Norway,True,,61.1529386
"Drottningholm,Near Stockholm,Sweden",Europe,18.0672982,SE,0,,,Sweden,True,,59.3294531
Karlsruhe,Europe,8.4034195,DE,0,,,Deutschland,True,,49.0068705
"Rome,Italy",Europe,12.4829321,IT,0,,,Italy,True,,41.8933203
Biebrich,Europe,7.9544958,DE,0,,,Deutschland,True,,50.3030289
"Pelesch,Sinaia,Romania",Europe,25.5481496,RO,0,,,Romania,True,,45.345476
"Blankenburg,Harz,Germany",Europe,10.9551991,DE,0,,,Germany,True,,51.7902676
Psychiko,Europe,23.772085,GR,0,,,Ελλάς,True,,38.0130854
"Venice,Italy",Europe,12.3345898,IT,0,,,Italy,True,,45.4371908
Belgrade,Europe,20.4456588,RS,0,,,Србија,True,,44.8153318
"Fontainebleau,France",Europe,2.7015872,FR,0,,,France,True,,48.4049375
"Germain-en-Laye,France",Europe,2.1022294,FR,0,,,France,True,,48.9994177
"St. Denis,France",Europe,2.3627508,FR,0,,,France,True,,48.9383732
Berlin,Europe,13.3951309,DE,0,,,Deutschland,True,,52.5173885
"Marmorpalais,Potsdam",Europe,13.0697772,DE,0,,,Deutschland,True,,52.4128012
Wolfenbuttel,Europe,10.5348215,DE,0,,,Deutschland,True,,52.1625283
Stettin,Europe,14.5509623,PL,0,,,Polska,True,,53.4301818
Charlottenburg,Europe,13.3045162,DE,0,,,Deutschland,True,,52.5050484
"Oatlands Park,Weybridge,Surrey,England",Europe,-0.4422764,GB,0,,,England,True,,51.3753412
Prenzlau,Europe,13.866575,DE,0,,,Deutschland,True,,53.3167
"Oraniensaal,The Hague",Europe,4.3113461,NL,0,,,Nederland,True,,52.0799838
"Near Borga,Finland,Finland",Europe,25.9209164,FI,0,,,Finland,True,,63.2467777
Tiflis,Asia,44.8014495,GE,0,,,საქართველო,True,,41.6934591
Pembroke Castle,Europe,-4.9207686,GB,0,,,United Kingdom,True,,51.6772486
Berkhamsted,Europe,-0.5652554,GB,0,,,United Kingdom,True,,51.7607271
"Kussnacht,Switzerland",Europe,8.4386308,CH,0,,,Switzerland,True,,47.08385
Laeken,Europe,4.3487134,BE,0,,,België / Belgique / Belgien,True,,50.883392
"Brussels,Belgium",Europe,4.351697,BE,0,,,Belgium,True,,50.8465573
"Near Brussels,Belgium",Europe,4.368987,BE,0,,,Belgium,True,,50.8453219
"Chateau de,Stuyvenberg",Europe,4.3476384,BE,0,,,België / Belgique / Belgien,True,,50.888955
Haga Castle,Europe,18.0395884,SE,0,,,Sverige,True,,59.3634097
"Hamburg,Germany",Europe,10.000654,DE,0,,,Germany,True,,53.550341
"Charlottenlund,Nr: Copenhagen,Denmark",Europe,12.5588664,DK,0,,,Denmark,True,,55.7003305
Schwerin,Europe,11.4148038,DE,0,,,Deutschland,True,,53.6288297
Copenhagen,Europe,12.5700724,DK,0,,,Danmark,True,,55.6867243
"Sorgenfri,Nr: Copenhagen,Denmark",Europe,12.5588664,DK,0,,,Denmark,True,,55.7003305
"Munich,Germany",Europe,11.5753822,DE,0,,,Germany,True,,48.1371079
"Theatinerkirche,Munich,Germany",Europe,11.5766146,DE,0,,,Germany,True,,48.1420299
"Mannheim,Germany",Europe,8.4673098,DE,0,,,Germany,True,,49.4892913
"Schloss,Nymphenburg,Germany",Europe,11.5032919,DE,0,,,Germany,True,,48.1583251
Theatinerkirche,Europe,11.5766146,DE,0,,,Deutschland,True,,48.1420299
"The Hague,Netherlands",Europe,4.3113461,NL,0,,,Netherlands,True,,52.0799838
Tilburg,Europe,5.0660616,NL,0,,,Nederland,True,,51.5856184
Het Loo,Europe,6.2813956,NL,0,,,Nederland,True,,51.9713719
Jena,Europe,11.5879359,DE,0,,,Deutschland,True,,50.9281717
"Soetdijk,Palace,Netherlands",Europe,6.5678847,NL,0,,,Netherlands,True,,53.2180116
Brunn,Europe,13.3706436,DE,0,,,Deutschland,True,,53.6711367
"Schloss,Wildenwart",Europe,12.3117596,DE,0,,,Deutschland,True,,47.8280984
"Dom Church,Munich,Germany",Europe,11.5753822,DE,0,,,Germany,True,,48.1371079
"Sarvar,Hungary",Europe,16.9342165,HU,0,,,Hungary,True,,47.2517426
"Whitehall,,England",Europe,-0.1261997,GB,0,,,England,True,,51.5028139
"Hampton Court,Palace,England",Europe,-0.1430045,GB,0,,,England,True,,51.5008349
"Syon House,Brentford,Middlesex,England",Europe,-0.2537791,GB,0,,,England,True,,51.5460558
"Berkeley House,,England",Europe,-0.419637,GB,0,,,England,True,,51.3330794
"St. Germain-,en-Laye,France",Europe,2.0942792,FR,0,,,France,True,,48.8990413
"Cranbourne Lodge,Near,Windsor,England",Europe,-2.1453953,GB,0,,,England,True,,53.4534802
Whitehall,Europe,-0.1261997,GB,0,,,United Kingdom,True,,51.5028139
"Richmond Palace,,England",Europe,-0.3088135,GB,0,,,England,True,,51.4608257
"Richmond Palace,London,England",Europe,-0.3088135,GB,0,,,England,True,,51.4608257
"Convent of,Chaillot,France",Europe,2.2920996,FR,0,,,France,True,,48.8689495
"Frascati,,Italy",Europe,12.6803684,IT,0,,,Italy,True,,41.8082452
Mons,Europe,3.951958,BE,0,,,België / Belgique / Belgien,True,,50.4549568
"Florence,,Italy",Europe,11.2556404,IT,0,,,Italy,True,,43.7697955
"Edinburgh Castle,,Scotland",Europe,-3.2004175,GB,0,,,Scotland,True,,55.9486867
"Theobalds Park,Hertfordshire,Herts,England",Europe,-0.0458452,GB,0,,,England,True,,51.6963806
"Skanderborg,Castle",Europe,-3.9454009,GB,0,,,United Kingdom,True,,51.6247029
"Hampton Court,Palace",Europe,-0.340939,GB,0,,,United Kingdom,True,,51.406013
Stirling Castle,Europe,-3.9480016,GB,0,,,United Kingdom,True,,56.1240308
Dunfermline,Europe,-3.4616183,GB,0,,,United Kingdom,True,,56.0713724
Dalkeith Palace,Europe,-3.1660627,GB,0,,,United Kingdom,True,,55.9330206
Linlithgow,Europe,-3.6006234,GB,0,,,United Kingdom,True,,55.977167
"Dunfermline,Scotland",Europe,-3.4616183,GB,0,,,Scotland,True,,56.0713724
"Whitehall Palace,,England",Europe,-0.1240287,GB,0,,,England,True,,51.5045613
"St. George's,Chapel,Windsor,England",Europe,-0.7019072,GB,0,,,England,True,,51.5060495
Stirling,Europe,-3.9360012,GB,0,,,United Kingdom,True,,56.1181242
Greenwich Palace,Europe,0.0485919,GB,0,,,United Kingdom,True,,51.4470989
"Stanwell Park,Middlesex,England",Europe,-0.2537791,GB,0,,,England,True,,51.5460558
Haderslevhus,Europe,9.4914451,DK,0,,,Danmark,True,,55.2498739
"Antvorslev,Castle",Europe,-3.9454009,GB,0,,,United Kingdom,True,,51.6247029
"Roskilde,Cathedral,Denmark",Europe,12.0804349,DK,0,,,Denmark,True,,55.6426437
Wismar,Europe,11.4647932,DE,0,,,Deutschland,True,,53.8909832
Nykobing,Europe,11.8709918,DK,0,,,Danmark,True,,54.7646137
"Hotel du Louvre,Paris,France",Europe,2.3356655,FR,0,,,France,True,,48.8628245
"Colombe,Near Paris,France",Europe,1.8883335,FR,0,,,France,True,,46.603354
St. Denis,Europe,2.3627508,FR,0,,,France,True,,48.9383732
"Pau,Navarre,France",Europe,-0.1922837,FR,0,,,France,True,,49.098344
"Carisbrooke,Castle,Isle of Wight,England",Europe,-1.3126773,GB,0,,,England,True,,50.6875557
"Oatlands,Surrey,England",Europe,-0.1557398,GB,0,,,England,True,,51.1768955
Whitehall Palace,North America,-75.4966933,US,0,,,United States,True,,40.6548018
"Bedford House,Exeter,England",Europe,-3.5269209,GB,0,,,England,True,,50.7256138
St. Cloud,North America,-94.1642004,US,0,,,United States,True,,45.5616075
"Vila Vicosa,Lisbon,Portugal",Europe,-9.1365919,PT,0,,,Portugal,True,,38.7077507
"Bemposta,Palace,Lisbon,Portugal",Europe,-9.3850431,PT,0,,,Portugal,True,,38.8000032
Belem,South America,-48.4682453,BR,0,,,Brasil,True,,-1.45056
Rendsborg,Europe,9.6516356,DE,0,,,Deutschland,True,,54.3000225
"Schloss Iburg,Near,Osnabruck",Europe,8.047635,DE,0,,,Deutschland,True,,52.2719595
"Berlin,Cathedral,Germany",Europe,10.6857599,DE,0,,,Germany,True,,53.8609125
"Konigsberg,Prussia",Europe,7.173014,DE,0,,,Germany,True,,51.0416043
"Pembroke Castle,Pembrokeshire,England",Europe,-1.2649062,GB,0,,,England,True,,52.5310214
"Richmond Palace,Richmond Surrey,England",Europe,-0.7166168,GB,0,,,England,True,,51.3066341
"Henry VII Chapel,Westminster,Abbey,England",Europe,-2.2000702,GB,0,,,England,True,,51.004756
"Westminster,Palace,London,England",Europe,-0.1387624,GB,0,,,England,True,,51.4977609
"Tower of London,London,England",Europe,-0.0761879,GB,0,,,England,True,,51.508217
"Henry VII Chapel,Westminster,Abbey,London",Europe,-0.1809044,GB,0,,,United Kingdom,True,,51.5346682
"St. Swithin's,Priory,Winchester,England",Europe,-1.1117686,GB,0,,,England,True,,50.8739049
Ludlow Castle,Europe,-2.7230141,GB,0,,,United Kingdom,True,,52.3671823
Methven Castle,Europe,-3.5549253,GB,0,,,United Kingdom,True,,56.4168208
"Buenos Aires,Argentina",South America,-58.3887904,AR,1,,,Argentina,True,,-34.6095579
"Portland Hosp.,,England",Europe,-2.4449716,GB,1,,,England,True,,50.5658306
"Greenwich Palace,,England",Europe,-1.2649062,GB,1,,,England,True,,52.5310214
"Whitehall,London,England",Europe,-0.1260912,GB,1,,,England,True,,51.5023278
"Eltham Palace,,England",Europe,0.0485919,GB,1,,,England,True,,51.4470989
"Westhorpe,Suffolk,England",Europe,0.9929034,GB,1,,,England,True,,52.2820199
"Bishops Hatfield,Herts,England",Europe,-0.2338423,GB,1,,,England,True,,51.746687
"Tower of London,,England",Europe,-0.0761879,GB,1,,,England,True,,51.508217
"Near Madrid,,Spain",Europe,-4.8379791,ES,1,,,Spain,True,,39.3260685
"Kimbolton Castle,Hunts,England",Europe,-1.3758361,GB,1,,,England,True,,53.0381735
"Peterborough,Cathedral,England",Europe,-1.4693102,GB,1,,,England,True,,53.3827979
"Linlithgow,,Scotland",Europe,-3.6006234,GB,1,,,Scotland,True,,55.977167
"Blois,France",Europe,1.3337639,FR,1,,,France,True,,47.5876861
"Greenwich Palace,London,England",Europe,-0.1277653,GB,1,,,England,True,,51.5074456
"Blickling Hall,Norfolk,England",Europe,1.2317081,GB,1,,,England,True,,52.811735
"Chapel Royal,Tower of London,London,England",Europe,-0.0761879,GB,1,,,England,True,,51.508217
"Greenwich,,England",Europe,-0.0045417,GB,1,,,England,True,,51.4820845
"Wolf Hall,Savernake,Wilts",,30.2455894,NONE,1,,,,True,,-27.9585585
Dusseldorf,,6.7763137,NONE,1,,,,True,,51.2254018
